timestamp,oca_id,location,cache_hit_rate,storage_utilization,power_consumption_kw,bandwidth_served_gbps,cooling_power_kw,response_time_ms,cost_per_bit
2021-09-17 00:00:00,OCA-NYC-01,New York,0.9222968162010124,0.8786991899102738,2.8641305294653763,85.23458542380843,1.436539372349996,13.33288594147298,0.00010399606111470172
2021-09-17 00:00:00,OCA-LAX-01,Los Angeles,0.9744579749704265,0.8250984892914572,2.659574720215125,79.19104235228926,1.3818387458128285,14.149702063081483,0.00010023760839147503
2021-09-17 00:00:00,OCA-CHI-01,Chicago,0.9373096170185684,0.830073699308344,2.5508752159023484,70.56688760301482,1.2461376861842466,12.457785768101608,0.00013290279872932523
2021-09-17 00:00:00,OCA-LON-01,London,0.9705632239841017,0.8128374421881845,2.510381522093969,72.10816770772064,1.2436050551357731,18.79898543589603,0.00011908612009711489
2021-09-17 00:00:00,OCA-TYO-01,Tokyo,0.9667865857377642,0.877809152930233,2.9956399884813156,92.17532504298318,1.4352510555316487,19.03630971309978,0.0001185457267570699
2021-09-17 01:00:00,OCA-NYC-01,New York,0.9589259888943326,0.709907537717708,2.8212801547867516,82.60157400802687,1.3404700201465272,14.761059722096096,0.00010702028503976725
2021-09-17 01:00:00,OCA-LAX-01,Los Angeles,0.9316701014640781,0.7011160988949253,2.8938087127938172,85.20447002760008,1.3640848098321503,18.693562419151487,0.0001237125126452363
2021-09-17 01:00:00,OCA-CHI-01,Chicago,0.9709948285155304,0.7205236501331616,2.8434705021047995,82.94708749002199,1.381815431618126,13.346462687466973,0.00010775247585193816
2021-09-17 01:00:00,OCA-LON-01,London,0.9712957630789739,0.7138050413240572,2.7215174475202795,78.25535869469346,1.3580552030261857,17.583083559077675,0.00010024851729475375
2021-09-17 01:00:00,OCA-TYO-01,Tokyo,0.9351516828461091,0.8090143346486103,2.7615489604917522,80.41049510113606,1.3656690368869733,15.560357740264998,0.00013299834822340812
2021-09-17 02:00:00,OCA-NYC-01,New York,0.9617470636426901,0.7112377573287487,2.77851806050566,82.52231587004034,1.391326030696575,14.061409109081382,0.000116182837537488
2021-09-17 02:00:00,OCA-LAX-01,Los Angeles,0.9513446723556649,0.8799228780066242,2.6905661088600805,82.40332938748456,1.3533889731648643,16.326784010602374,0.00012667387942939877
2021-09-17 02:00:00,OCA-CHI-01,Chicago,0.9311893528616262,0.7144839389895091,2.460079103536247,71.86452722441754,1.2432624352640695,14.337105288563414,0.00014077516151283286
2021-09-17 02:00:00,OCA-LON-01,London,0.9693837870470821,0.8067197174842826,2.648709015731566,74.33223950740116,1.2660327327631709,19.482107916434813,0.00010956451331583378
2021-09-17 02:00:00,OCA-TYO-01,Tokyo,0.9263177687904743,0.7998387212621738,2.8446073088844934,82.82707905014007,1.3663996352267727,19.668952788124912,0.00010861116258963606
2021-09-17 03:00:00,OCA-NYC-01,New York,0.9742533899568026,0.8490917614337313,3.0215323315808633,94.71194420302042,1.4539006006851483,16.24946456673161,0.00012358010270931372
2021-09-17 03:00:00,OCA-LAX-01,Los Angeles,0.962144228622091,0.7043385068111933,2.8455965737179905,90.12006502373288,1.4691269858433702,19.47312352889529,0.0001402842217976772
2021-09-17 03:00:00,OCA-CHI-01,Chicago,0.942053525053634,0.8578268310496789,2.614111990883907,74.6359802809223,1.3363509118402195,19.815535331107668,0.00013245681022579908
2021-09-17 03:00:00,OCA-LON-01,London,0.9230577856004984,0.7277306736071152,2.8423341410976537,87.83050359866749,1.3795560646552634,16.701509853836388,0.00010538770524756902
2021-09-17 03:00:00,OCA-TYO-01,Tokyo,0.9469135676787521,0.8470243634143075,2.8068343156887243,84.8973034178188,1.429974453699352,15.421695910162232,0.00013579989391156305
2021-09-17 04:00:00,OCA-NYC-01,New York,0.9723030538189303,0.8697517636833758,2.7960524495370027,84.48388776771407,1.3759872891053408,19.742766874663467,0.00011461975517346244
2021-09-17 04:00:00,OCA-LAX-01,Los Angeles,0.9410876868133095,0.758436934678446,2.7169034135029024,78.68628862468718,1.381595967129295,15.649868421586465,0.00014539455892127834
2021-09-17 04:00:00,OCA-CHI-01,Chicago,0.9563865279780379,0.8980009203131114,2.4923673010364116,72.60461084078406,1.2502907677009958,16.99134695692832,0.00012268958400235254
2021-09-17 04:00:00,OCA-LON-01,London,0.9725296075193129,0.789499223741275,2.5171301506772434,72.11011411124304,1.2529375219370438,12.537064242681774,0.00011437895641760166
2021-09-17 04:00:00,OCA-TYO-01,Tokyo,0.9594575378414862,0.8759809539077429,2.8300174156867937,82.26081425473083,1.3455109225938526,12.421615083896153,0.00013696411460755028
2021-09-17 05:00:00,OCA-NYC-01,New York,0.978094091930436,0.7166488174372374,2.706614756984142,82.64239997329436,1.4040220709244962,14.36189687303057,0.0001318443649884606
2021-09-17 05:00:00,OCA-LAX-01,Los Angeles,0.9594335220024298,0.8521999518666055,2.9228288172719945,89.13441316426959,1.473906532003685,17.548156119728294,0.00011761425715138455
2021-09-17 05:00:00,OCA-CHI-01,Chicago,0.9441885500642127,0.7832846293877117,2.5523954632511634,72.87592717801095,1.2659259842763098,15.931005676362123,0.00010205334465170023
